Source_ID,H2,CH4,C2H6,C2H4,C2H2,Type,Source
848,69.0,174.0,267.0,15.0,0.001,T1,dataset2
849,113.0,137.0,173.0,34.0,0.001,T1,dataset2
850,111.0,67.0,105.0,9.0,0.001,T1,dataset2
851,18.0,30.0,146.0,8.0,0.001,T1,dataset2
852,21.0,14.0,191.0,90.0,0.001,T1,dataset2
853,31.2,8.9,119.0,4.4,0.001,T1,dataset2
854,34.0,8.6,70.3,3.1,0.001,T1,dataset2
855,10.0,24.0,80.0,5.0,0.001,T1,dataset2
856,0.001,43.0,146.0,9.0,0.001,T1,dataset2
857,0.001,215.0,555.0,18.4,0.001,T1,dataset2
858,0.001,153.0,395.0,11.7,0.001,T1,dataset2
859,0.001,187.0,609.0,13.0,0.001,T1,dataset2
860,320.0,131.0,187.0,127.0,0.001,T1,dataset2
861,13.2,18.7,97.4,79.5,4.7,T1,dataset2
862,16.4,45.5,68.7,3.8,0.001,T1,dataset2
863,0.001,116.0,70.0,0.001,0.001,T1,dataset2
864,24.0,109.0,69.0,0.001,0.001,T1,dataset2
865,0.001,33.7,136.0,11.4,0.001,T1,dataset2
866,54.9,8.8,80.0,2.5,0.001,T1,dataset2
867,93.5,131.9,39.0,11.7,0.001,T1,dataset2
868,16.0,68.0,124.0,15.0,0.001,T1,dataset2
869,11.0,46.0,155.0,18.0,0.001,T1,dataset2
870,16.0,68.0,157.0,19.0,0.001,T1,dataset2
871,29.0,71.0,158.0,20.0,0.001,T1,dataset2
872,19.0,48.0,76.0,18.0,0.001,T1,dataset2
873,8.0,16.0,88.0,7.0,0.001,T1,dataset2
874,10.0,26.0,147.0,6.0,0.001,T1,dataset2
875,9.0,56.0,135.0,7.0,1.0,T1,dataset2
876,45.0,125.0,111.0,25.0,0.001,T1,dataset2
877,16.0,105.0,224.0,15.0,0.001,T1,dataset2
878,10.0,63.0,176.0,35.0,0.001,T1,dataset2
879,6.0,38.0,93.0,32.0,0.001,T1,dataset2
880,12.0,28.0,102.0,3.0,0.001,T1,dataset2
881,27.0,28.0,136.0,8.0,0.001,T1,dataset2
882,27.0,49.0,192.0,9.0,0.001,T1,dataset2
883,24.0,47.0,113.0,10.0,0.001,T1,dataset2
884,43.0,28.0,72.0,9.0,0.001,T1,dataset2
885,25.0,29.0,137.0,8.0,0.001,T1,dataset2
886,19.0,62.0,95.0,5.0,0.001,T1,dataset2
887,157.0,46.0,76.0,12.0,0.001,T1,dataset2
888,115.0,129.0,316.0,36.0,0.001,T1,dataset2
889,112.0,68.0,136.0,9.0,0.001,T1,dataset2
890,11.0,271.0,465.0,32.0,0.001,T1,dataset2
891,121.0,73.0,179.0,11.0,0.001,T1,dataset2
892,128.0,35.0,213.0,17.0,0.001,T1,dataset2
893,16.0,80.0,134.0,10.0,0.001,T1,dataset2
894,92.0,27.0,67.0,7.0,0.001,T1,dataset2
895,17.0,21.0,118.0,0.001,4.0,T1,dataset2
896,36.0,94.0,78.0,13.0,2.0,T1,dataset2
897,6.0,197.0,476.9,16.9,0.001,T1,dataset2
898,24.7,20.4,117.0,71.0,6.8,T1,dataset2
899,820.0,1740.0,951.0,867.0,128.0,T1,dataset2
900,74.0,100.0,85.0,17.0,0.001,T1,dataset2
901,39.4,65.2,103.9,8.1,0.001,T1,dataset2
902,74.8,30.1,82.3,13.6,0.001,T1,dataset2
903,79.0,40.0,264.0,10.0,0.001,T1,dataset2
904,5.0,14.0,234.0,5.0,0.001,T1,dataset2
905,15.0,139.0,160.0,343.0,0.001,T2,dataset2
906,0.001,6.0,52.0,67.0,0.001,T2,dataset2
907,26.0,398.0,85.0,319.0,0.001,T2,dataset2
908,50.0,274.0,95.0,320.0,6.3,T2,dataset2
909,31.0,63.0,246.0,714.0,7.0,T2,dataset2
910,2.0,5.0,81.0,172.0,0.001,T2,dataset2
911,3.0,5.0,90.0,185.0,3.0,T2,dataset2
912,16.0,98.0,35.0,64.0,0.001,T2,dataset2
913,2.0,123.0,7.0,18.0,0.001,T2,dataset2
914,185.0,302.0,27.0,33.0,0.001,T2,dataset2
915,14.0,15.0,42.0,73.0,0.001,T2,dataset2
916,62.0,425.0,276.0,651.0,26.0,T2,dataset2
917,88.7,460.8,94.9,184.6,18.3,T2,dataset2
918,119.0,670.0,286.0,934.0,19.0,T2,dataset2
919,109.0,102.0,28.0,91.0,0.001,T2,dataset2
920,0.001,4.9,81.0,172.0,0.001,T2,dataset2
921,24.0,78.0,266.0,779.0,7.0,T2,dataset2
922,24.0,80.0,258.0,741.0,6.0,T2,dataset2
923,18.0,35.0,2.0,110.0,0.001,T3,dataset2
924,10.0,4.0,1.0,87.0,0.001,T3,dataset2
925,8.0,1.0,0.001,60.0,0.001,T3,dataset2
926,24.0,20.0,4.0,87.0,0.001,T3,dataset2
927,21.0,42.0,4.0,92.0,0.001,T3,dataset2
928,35.0,29.0,7.0,78.0,0.001,T3,dataset2
929,8.0,88.0,45.0,252.0,0.001,T3,dataset2
930,0.001,28.0,64.0,408.0,6.0,T3,dataset2
931,0.001,100.0,309.0,1365.0,7.0,T3,dataset2
932,0.001,106.0,170.0,871.0,6.0,T3,dataset2
933,86.0,480.0,155.0,644.0,9.0,T3,dataset2
934,121.0,450.0,146.0,898.0,116.0,T3,dataset2
935,0.001,3.4,0.001,54.0,0.001,T3,dataset2
936,11.0,13.0,2.0,127.0,0.001,T3,dataset2
937,4.0,2.0,1.0,63.0,0.001,T3,dataset2
938,20.0,26.0,6.0,55.0,0.001,T3,dataset2
939,34.0,174.0,52.0,361.0,0.001,T3,dataset2
940,7.0,31.0,23.0,148.0,0.001,T3,dataset2
941,0.001,0.001,0.001,142.0,0.001,T3,dataset2
942,89.0,281.0,145.0,1216.0,22.0,T3,dataset2
943,0.001,10.0,17.0,68.0,5.0,T3,dataset2
944,39.0,525.0,538.0,2925.0,16.0,T3,dataset2
945,9.0,47.0,144.0,628.0,0.001,T3,dataset2
946,53.0,189.0,25.0,295.0,5.0,T3,dataset2
947,12.0,270.0,0.001,275.0,0.001,T3,dataset2
948,0.001,153.0,130.0,677.0,13.0,T3,dataset2
949,27.0,51.0,0.001,153.0,0.001,T3,dataset2
950,0.001,0.001,9.0,57.0,0.001,T3,dataset2
951,35.0,112.0,55.0,143.0,0.0,T2,dataset2
952,621.0,538.0,208.0,1004.0,0.0,T3,dataset2
953,152.0,332.0,139.0,669.0,0.0,T3,dataset2
954,65.0,42.0,17.0,103.0,0.0,T2,dataset2
955,223.0,390.0,160.0,392.0,2.0,T2,dataset2
956,35.0,169.0,92.0,309.0,0.0,T3,dataset2
957,32.0,148.0,60.0,157.0,0.0,T2,dataset2
958,25.0,63.0,31.0,103.0,0.0,T3,dataset2
959,182.0,210.0,119.0,347.0,0.0,T2,dataset2
960,120.0,175.0,101.0,321.0,0.0,T3,dataset2
961,85.0,158.0,85.0,119.0,0.0,T2,dataset2
962,118.0,60.0,87.0,307.0,0.0,T3,dataset2
963,75.0,55.0,32.0,113.0,0.0,T2,dataset2
964,170.0,470.0,163.0,420.0,0.0,T2,dataset2
965,95.0,178.0,182.0,88.0,0.0,T1,dataset2
966,85.0,158.0,85.0,119.0,0.0,T2,dataset2
967,70.0,108.0,21.0,10.0,0.0,T1,dataset2
968,80.0,60.0,128.0,17.0,0.0,T1,dataset2
969,490.0,193.0,85.0,475.0,21.0,PD,dataset2
970,495.0,195.0,88.0,478.0,21.0,PD,dataset2
971,490.0,115.0,55.0,310.0,15.0,PD,dataset2
972,131.0,74.0,40.0,165.0,10.0,T1,dataset2
973,127.0,52.0,37.0,125.0,7.0,T1,dataset2
974,98.0,150.0,60.0,385.0,0.0,T3,dataset2
975,95.0,130.0,50.0,277.0,0.0,T3,dataset2
976,96.0,95.0,42.0,190.0,0.0,T3,dataset2
977,98.0,95.0,23.0,129.0,0.0,T3,dataset2
978,89.0,103.0,149.0,50.0,0.0,T2,dataset2
979,65.0,59.0,115.0,58.0,0.0,T2,dataset2
980,45.0,101.0,206.0,10.0,0.0,T2,dataset2
981,46.0,105.0,208.0,10.0,0.0,T2,dataset2
982,85.0,81.0,116.0,12.0,0.0,T2,dataset2
983,90.0,80.0,120.0,10.0,0.0,T2,dataset2
984,75.0,84.0,119.0,1.0,0.0,T2,dataset2
985,75.0,86.0,120.0,1.0,0.0,T2,dataset2
986,85.0,81.0,115.0,40.0,0.0,T2,dataset2
987,86.0,74.0,110.0,40.0,0.0,T2,dataset2
988,65.0,138.0,146.0,57.0,0.0,T2,dataset2
989,60.0,132.0,150.0,62.0,0.0,T2,dataset2
990,85.0,147.0,281.0,34.0,0.0,T2,dataset2
991,90.0,150.0,206.0,35.0,0.0,T2,dataset2
992,95.0,95.0,85.0,16.0,0.0,T1,dataset2
993,97.0,90.0,87.0,88.0,0.0,T1,dataset2
994,95.0,122.0,304.0,14.0,0.0,T2,dataset2
995,100.0,125.0,188.0,10.0,0.0,T2,dataset2
996,50.0,51.0,118.0,20.0,0.0,T2,dataset2
997,52.0,55.0,120.0,20.0,0.0,T2,dataset2
998,260.0,169.0,56.0,336.0,108.0,PD,dataset2
999,70.0,70.0,118.0,60.0,0.0,T2,dataset2
1000,55.0,108.0,106.0,20.0,0.0,T2,dataset2
1001,55.0,110.0,110.0,21.0,0.0,T2,dataset2
1002,45.0,85.0,131.0,13.0,0.0,T2,dataset2
1003,50.0,85.0,132.0,10.0,0.0,T2,dataset2
1004,247.0,30.0,4.0,27.0,61.0,PD,dataset2
1005,172.0,20.0,4.0,20.0,45.0,PD,dataset2
1006,221.0,90.0,4.0,22.0,85.0,PD,dataset2
1007,247.0,30.0,4.0,27.0,61.0,PD,dataset2
1008,172.0,20.0,4.0,20.0,45.0,PD,dataset2
1009,221.0,90.0,4.0,22.0,85.0,PD,dataset2
1010,98.0,20.0,10.0,13.0,0.0,T1,dataset2
1011,105.0,20.0,10.0,15.0,1.0,T1,dataset2
1012,110.0,191.0,89.0,360.0,0.0,T3,dataset2
1013,105.0,60.0,19.0,38.0,0.0,T1,dataset2
1014,108.0,50.0,17.0,26.0,0.0,T1,dataset2
1015,105.0,51.0,14.0,25.0,0.0,T1,dataset2
1016,85.0,152.0,128.0,120.0,0.0,T1,dataset2
1017,92.0,276.0,98.0,138.0,0.0,T2,dataset2
1018,108.0,115.0,102.0,23.0,0.0,T1,dataset2
1019,105.0,134.0,55.0,128.0,0.0,T2,dataset2
1020,110.0,136.0,50.0,125.0,0.0,T2,dataset2
1021,110.0,137.0,50.0,124.0,0.0,T2,dataset2
1022,170.0,20.0,10.0,10.0,0.0,T1,dataset2
1023,85.0,330.0,135.0,769.0,0.0,T3,dataset2
1024,85.0,320.0,102.0,650.0,0.0,T3,dataset2
1025,75.0,165.0,73.0,570.0,0.0,T3,dataset2
1026,65.0,161.0,70.0,556.0,0.0,T3,dataset2
1027,47.0,290.0,40.0,92.0,1.0,T2,dataset2
1028,92.0,100.0,14.0,10.0,0.0,T1,dataset2
1029,95.0,105.0,10.0,10.0,0.0,T2,dataset2
1030,85.0,105.0,145.0,25.0,0.0,T1,dataset2
1031,74.0,110.0,148.0,20.0,0.0,T1,dataset2
1032,75.0,108.0,145.0,39.0,0.0,T2,dataset2
1033,85.0,110.0,141.0,27.0,0.0,T1,dataset2
1034,86.0,112.0,115.0,53.0,0.0,T1,dataset2
1035,88.0,115.0,118.0,55.0,0.0,T1,dataset2
1036,91.0,113.0,123.0,58.0,0.0,T1,dataset2
1037,94.0,115.0,126.0,55.0,0.0,T1,dataset2
1038,51.0,155.0,25.0,15.0,0.0,T1,dataset2
1039,55.0,150.0,20.0,10.0,0.0,T1,dataset2
1040,3930.0,2397.0,157.0,0.0,0.0,PD,dataset2
1041,37800.0,1740.0,249.0,8.0,8.0,PD,dataset2
1042,92600.0,10200.0,0.0,0.0,0.0,PD,dataset2
1043,8266.0,1061.0,22.0,0.0,0.0,PD,dataset2
1044,9340.0,995.0,60.0,6.0,7.0,PD,dataset2
1045,36036.0,4704.0,554.0,5.0,10.0,PD,dataset2
1046,33046.0,619.0,58.0,2.0,0.0,PD,dataset2
1047,40280.0,1069.0,1060.0,1.0,1.0,PD,dataset2
1048,26788.0,18342.0,2111.0,27.0,0.0,PD,dataset2
1049,78.0,20.0,11.0,13.0,28.0,D1,dataset2
1050,305.0,100.0,33.0,161.0,541.0,D1,dataset2
1051,35.0,6.0,3.0,26.0,482.0,D1,dataset2
1052,543.0,120.0,41.0,411.0,1880.0,D1,dataset2
1053,1230.0,163.0,27.0,233.0,692.0,D1,dataset2
1054,645.0,86.0,13.0,110.0,317.0,D1,dataset2
1055,60.0,10.0,4.0,4.0,4.0,D1,dataset2
1056,95.0,10.0,0.0,11.0,39.0,D1,dataset2
1057,6870.0,1028.0,79.0,900.0,5500.0,D1,dataset2
1058,10092.0,5399.0,530.0,6500.0,37565.0,D1,dataset2
1059,650.0,81.0,170.0,51.0,270.0,D1,dataset2
1060,210.0,22.0,6.0,6.0,7.0,D1,dataset2
1061,385.0,60.0,8.0,53.0,159.0,D1,dataset2
1062,4230.0,690.0,5.0,196.0,1180.0,D1,dataset2
1063,7600.0,1230.0,318.0,836.0,1560.0,D1,dataset2
1064,595.0,80.0,9.0,89.0,244.0,D1,dataset2
1065,120.0,25.0,1.0,8.0,40.0,D1,dataset2
1066,8.0,0.0,0.0,43.0,101.0,D1,dataset2
1067,6454.0,2313.0,121.0,2159.0,6432.0,D1,dataset2
1068,2177.0,1049.0,207.0,440.0,705.0,D1,dataset2
1069,1790.0,580.0,321.0,336.0,619.0,D1,dataset2
1070,1330.0,10.0,20.0,66.0,182.0,D1,dataset2
1071,4.0,1.0,2.0,7.0,52.0,D1,dataset2
1072,1900.0,285.0,31.0,957.0,7730.0,D1,dataset2
1073,57.0,24.0,2.0,27.0,30.0,D1,dataset2
1074,1000.0,500.0,1.0,400.0,500.0,D1,dataset2
1075,440.0,89.0,19.0,304.0,757.0,D2,dataset2
1076,210.0,43.0,12.0,102.0,187.0,D2,dataset2
1077,2850.0,1115.0,138.0,1987.0,3675.0,D2,dataset2
1078,7020.0,1850.0,0.0,2960.0,4410.0,D2,dataset2
1079,545.0,130.0,16.0,153.0,239.0,D2,dataset2
1080,7150.0,1440.0,97.0,1210.0,1760.0,D2,dataset2
1081,620.0,325.0,38.0,181.0,244.0,D2,dataset2
1082,120.0,31.0,0.0,66.0,94.0,D2,dataset2
1083,755.0,229.0,32.0,404.0,460.0,D2,dataset2
1084,5100.0,1430.0,0.0,1140.0,1010.0,D2,dataset2
1085,13500.0,6110.0,212.0,4510.0,4040.0,D2,dataset2
1086,1570.0,1110.0,175.0,1780.0,1830.0,D2,dataset2
1087,3090.0,5020.0,323.0,3800.0,2540.0,D2,dataset2
1088,1820.0,405.0,35.0,365.0,634.0,D2,dataset2
1089,535.0,160.0,16.0,305.0,680.0,D2,dataset2
1090,13.0,3.0,1.0,3.0,6.0,D2,dataset2
1091,137.0,67.0,7.0,53.0,104.0,D2,dataset2
1092,1084.0,188.0,8.0,166.0,769.0,D2,dataset2
1093,34.0,21.0,4.0,49.0,56.0,D2,dataset2
1094,7940.0,2000.0,355.0,3120.0,5390.0,D2,dataset2
1095,150.0,130.0,9.0,55.0,30.0,D2,dataset2
1096,8200.0,3790.0,250.0,4620.0,5830.0,D2,dataset2
1097,260.0,215.0,35.0,334.0,277.0,D2,dataset2
1098,75.0,15.0,7.0,14.0,26.0,D2,dataset2
1099,530.0,345.0,85.0,266.0,250.0,D2,dataset2
1100,60.0,5.0,2.0,21.0,21.0,D2,dataset2
1101,90.0,28.0,8.0,31.0,32.0,D2,dataset2
1102,220.0,77.0,22.0,170.0,240.0,D2,dataset2
1103,5900.0,1500.0,68.0,1200.0,2300.0,D2,dataset2
1104,420.0,250.0,41.0,530.0,800.0,D2,dataset2
1105,2800.0,2800.0,234.0,3500.0,3600.0,D2,dataset2
1106,99.0,170.0,20.0,200.0,190.0,D2,dataset2
1107,310.0,230.0,54.0,610.0,760.0,D2,dataset2
1108,800.0,160.0,23.0,260.0,600.0,D2,dataset2
1109,1500.0,395.0,28.0,395.0,323.0,D2,dataset2
1110,20000.0,13000.0,1850.0,29000.0,57000.0,D2,dataset2
1111,305.0,85.0,25.0,197.0,130.0,D2,dataset2
1112,1900.0,530.0,35.0,383.0,434.0,D2,dataset2
1113,110.0,62.0,90.0,140.0,250.0,D2,dataset2
1114,3700.0,1690.0,128.0,2810.0,3270.0,D2,dataset2
1115,2770.0,660.0,54.0,712.0,763.0,D2,dataset2
1116,245.0,120.0,18.0,131.0,167.0,D2,dataset2
1117,1170.0,255.0,18.0,312.0,325.0,D2,dataset2
1118,4419.0,3564.0,668.0,2861.0,2025.0,D2,dataset2
1119,810.0,280.0,111.0,570.0,490.0,D2,dataset2
1120,5000.0,1200.0,83.0,1000.0,1100.0,D2,dataset2
1121,10000.0,6730.0,345.0,7330.0,10400.0,D2,dataset2
1122,1570.0,735.0,87.0,1330.0,1740.0,D2,dataset2
1123,8800.0,64064.0,72128.0,95650.0,0.0,T3,dataset2
1124,6709.0,10500.0,1400.0,17700.0,750.0,T3,dataset2
1125,1100.0,1600.0,221.0,2010.0,26.0,T3,dataset2
1126,290.0,966.0,299.0,1810.0,57.0,T3,dataset2
1127,2500.0,10500.0,4790.0,13500.0,6.0,T3,dataset2
1128,1860.0,4980.0,0.0,10700.0,1600.0,T3,dataset2
1129,860.0,1670.0,30.0,2050.0,40.0,T3,dataset2
1130,150.0,22.0,9.0,60.0,11.0,T3,dataset2
1131,400.0,940.0,210.0,820.0,24.0,T3,dataset2
1132,6.0,2990.0,29990.0,26076.0,67.0,T3,dataset2
1133,100.0,200.0,110.0,670.0,11.0,T3,dataset2
1134,290.0,1260.0,231.0,820.0,8.0,T3,dataset2
1135,1550.0,2740.0,816.0,5450.0,184.0,T3,dataset2
1136,3910.0,4290.0,626.0,6040.0,1230.0,T3,dataset2
1137,12705.0,23498.0,6047.0,34257.0,5188.0,T3,dataset2
1138,1.0,8.0,8.0,100.0,6.0,T3,dataset2
1139,300.0,700.0,280.0,1700.0,36.0,T3,dataset2
1140,107.0,143.0,34.0,222.0,2.0,T3,dataset2
1141,54.54,71.93,9.72,97.37,6.58,T3,dataset2
1142,116.17,180.83,52.48,278.18,5.36,T3,dataset2
1143,5760.0,540.0,40.5,1000.0,2760.0,D2,dataset2
1144,50.18,171.12,74.7,148.69,0.0,T2,dataset2
1145,20.0,80.2,24.6,68.6,0.0,T2,dataset2
1146,28.97,10.94,1.64,6.96,4.36,T3,dataset2
1147,15.9,55.98,22.33,137.25,0.21,T3,dataset2
1148,47.6,19.1,4.21,27.0,0.72,T1,dataset2
1149,40.0,102.6,32.3,183.3,0.2,D2,dataset2
1150,50.35,65.58,21.05,99.13,0.96,T3,dataset2
1151,2.369,119.69,21.891,20.15,0.0,T1,dataset2
1152,120.45,210.91,35.7,285.39,15.86,T3,dataset2
1153,87.17,17.26,3.94,12.87,32.81,D1,dataset2
1154,5.48,48.82,96.81,489.57,0.3,T3,dataset2
1155,605.0,1586.0,655.0,1901.0,2.3,T3,dataset2
1156,1.96,2.1,0.5,0.67,1.59,D1,dataset2
1157,462.0,212.4,31.6,0.0,0.0,PD,dataset2
1158,25.4,54.97,8.72,77.84,10.47,T3,dataset2
1159,131.7,116.55,19.4,183.97,0.32,T3,dataset2
1160,7911.85,947.43,96.93,907.19,4844.48,D1,dataset2
1161,21.0,2.01,0.46,1.48,5.61,D1,dataset2
1162,676.74,969.55,570.57,2483.26,17.48,T3,dataset2
1163,7238.97,695.16,231.6,2394.3,2308.92,D2,dataset2
1164,101.5,24.45,8.97,128.37,0.0,T3,dataset2
1165,73.8,148.0,38.9,181.0,1.76,T3,dataset2
1166,34.76,5.52,2.09,4.97,10.36,D1,dataset2
1167,18.19,21.99,6.58,46.92,3.97,T3,dataset2
1168,1.6,1.0,0.1,0.9,1.6,D1,dataset2
1169,22400.0,22400.0,2690.0,13440.0,1570.0,T3,dataset2
1170,670.0,224.0,45.0,67.0,2.0,T2,dataset2
1171,224.0,4.5,2.0,0.0,0.0,T1,dataset2
1172,900.0,9180.0,0.0,900.0,22.0,T1,dataset2
1173,0.0,224.0,0.0,45.0,0.0,T1,dataset2
1174,470.0,4637.0,1300.0,448.0,0.0,T1,dataset2
1175,65.0,20.0,10.0,5.0,0.0,T1,dataset2
1176,53.0,39.0,3.0,4.5,0.0,T1,dataset2
1177,219.0,44.0,3.0,3.0,0.0,T1,dataset2
1178,37.0,47.0,10.0,5.5,0.0,T1,dataset2
1179,34.0,30.0,34.0,2.5,0.0,T1,dataset2
1180,14.0,62.0,16.0,3.0,0.0,T1,dataset2
1181,65.0,34.0,16.0,112.0,0.0,T3,dataset2
1182,0.7,1.5,0.3,1.8,0.0,T2,dataset2
1183,0.0,0.2,0.1,0.13,0.0,T2,dataset2
1184,48.0,40.0,11.0,0.5,0.0,T1,dataset2
1185,130.0,140.0,24.0,120.0,0.0,T1,dataset2
1186,86.0,8.0,2.5,2.5,0.0,T1,dataset2
1187,6.0,3.0,0.8,0.7,0.0,T1,dataset2
1188,50.0,3.0,1.0,0.0,0.0,T1,dataset2
1189,55.0,22.0,0.5,2.6,0.0,T1,dataset2
1190,78.0,66.0,62.0,2.6,0.0,T1,dataset2
1191,1600.0,3600.0,670.0,14.0,0.0,PD,dataset2
1192,6600.0,1000.0,38.0,2.0,19.0,PD,dataset2
1193,88.0,9.0,0.0,0.03,0.0,PD,dataset2
1194,2240.0,168.0,25.0,0.0,0.0,PD,dataset2
1195,1950.0,123.0,38.0,2.0,2.0,PD,dataset2
1196,2240.0,157.0,90.0,45.0,45.0,PD,dataset2
1197,73.0,8.0,4.0,2.0,12.0,D1,dataset2
1198,5000.0,4000.0,2000.0,2000.0,8000.0,D1,dataset2
1199,24.3,15.7,6.4,11.2,29.8,D1,dataset2
1200,2240.0,360.0,25.0,169.0,828.0,D1,dataset2
1201,4480.0,560.0,380.0,403.0,896.0,D1,dataset2
1202,2240.0,560.0,380.0,450.0,940.0,D1,dataset2
1203,200.0,230.0,2.0,170.0,480.0,D1,dataset2
1204,60.0,5.0,1.0,6.0,29.0,D1,dataset2
1205,890.0,110.0,3.0,84.0,700.0,D1,dataset2
1206,41.0,112.0,0.0,254.0,4536.0,D1,dataset2
1207,16000.0,4000.0,500.0,8500.0,16000.0,D2,dataset2
1208,21.0,75.0,24.0,126.0,0.0,T3,dataset2
1209,111.0,559.0,243.0,707.0,0.0,T2,dataset2
1210,23.0,59.9,18.6,56.9,0.1,T2,dataset2
1211,740.0,2227.0,567.0,4258.0,42.0,T3,dataset2
1212,388.0,860.0,230.0,1833.0,18.3,T3,dataset2
1213,84.0,126.0,28.9,132.2,0.37,T2,dataset2
1214,362.0,533.0,91.0,553.0,10.0,T2,dataset2
1215,103.0,221.7,47.2,422.0,0.9,T3,dataset2
1216,1769.7,554.2,145.2,1066.7,885.7,D2,dataset2
1217,38.0,3.7,0.0,4.1,19.4,D1,dataset2
1218,700.0,137.4,14.9,194.8,936.6,D1,dataset2
1219,253.0,21.5,5.9,16.1,72.4,D1,dataset2
1220,131.0,32.0,7.3,18.8,38.7,D1,dataset2
1221,116.0,20.0,7.0,27.0,54.0,D1,dataset2
1222,70.0,3.8,0.6,3.2,31.1,D1,dataset2
1223,34.0,18.9,3.7,9.4,5.6,D1,dataset2
1224,390.0,62.6,12.8,65.3,133.6,D2,dataset2
1225,1270.0,3450.0,520.0,1390.0,8.0,T2,dataset2
1226,3420.0,7870.0,1500.0,6990.0,33.0,T2,dataset2
1227,360.0,610.0,259.0,260.0,9.0,T2,dataset2
1228,1.0,27.0,49.0,4.0,1.0,T2,dataset2
1229,3675.0,6392.0,2500.0,7691.0,5.0,T2,dataset2
1230,48.0,610.0,29.0,10.0,0.0,T2,dataset2
1231,12.0,18.0,4.0,4.0,0.0,T2,dataset2
1232,66.0,60.0,2.0,7.0,0.0,T2,dataset2
1233,1450.0,940.0,211.0,322.0,61.0,T2,dataset2
1234,0.0,18900.0,410.0,540.0,330.0,T2,dataset2
1235,960.0,4000.0,1290.0,1560.0,6.0,T2,dataset2
1236,24700.0,61000.0,26300.0,42100.0,1560.0,T2,dataset2
1237,14.0,44.0,124.0,7.0,1.0,T2,dataset2
1238,2031.0,149.0,20.0,3.0,0.0,T2,dataset2
1239,480.0,1075.0,298.0,1132.0,0.0,T2,dataset2
1240,40000.0,400.0,70.0,600.0,6.0,T2,dataset2
1241,1458.0,9.0,1812.0,0.0001,0.0001,PD,dataset2
1242,2240.0,157.0,90.0,157.0,45.0,PD,dataset2
1243,73.0,8.0,4.0,2.0,12.0,PD,dataset2
1244,235.0,16.0,0.0001,35.0,0.0001,PD,dataset2
1245,9340.0,995.0,60.0,6.0,7.0,PD,dataset2
1246,33046.0,619.0,58.0,2.0,0.0001,PD,dataset2
1247,8266.0,1061.0,22.0,0.0001,0.0001,PD,dataset2
1248,230.0,15.9,16.3,1.9,2.4,PD,dataset2
1249,109.0,16.0,0.0001,0.0001,0.0001,PD,dataset2
1250,113.0,21.0,48.0,0.0001,4.0,PD,dataset2
1251,1309.0,124.0,113.0,6.0,0.0001,PD,dataset2
1252,1549.2,10.2,0.0001,53.19,0.0001,PD,dataset2
1253,101.0,8.1,0.0001,3.0,0.0001,PD,dataset2
1254,36036.0,4704.0,554.0,5.0,10.0,PD,dataset2
1255,160.0,10.0,3.0,1.0,1.0,PD,dataset2
1256,1076.0,95.0,4.0,71.0,231.0,PD,dataset2
1257,407.0,28.0,15.0,21.0,0.0001,PD,dataset2
1258,2240.0,560.0,380.0,450.0,940.0,PD,dataset2
1259,92600.0,10200.0,1.0,2.0,0.0001,PD,dataset2
1260,2587.2,112.25,4.704,1.4,0.0001,PD,dataset2
1261,195.9,14.5,11.6,2.4,0.0001,PD,dataset2
1262,180.85,0.574,0.234,0.188,0.0001,PD,dataset2
1263,4480.0,560.0,380.0,403.0,896.0,PD,dataset2
1264,1651.0,90.0,33.0,45.0,2.0,PD,dataset2
1265,980.0,73.0,58.0,12.0,0.0001,PD,dataset2
1266,6600.0,1000.0,38.0,2.0,19.0,PD,dataset2
1267,56.0,61.0,75.0,32.0,31.0,PD,dataset2
1268,2240.0,168.0,25.0,0.0001,0.0001,PD,dataset2
1269,92600.0,10200.0,0.0001,0.0001,0.0001,PD,dataset2
1270,24.3,15.7,6.4,11.2,29.8,PD,dataset2
1271,485.0,35.0,29.0,6.0,0.0001,PD,dataset2
1272,109.0,4.0,11.0,9.0,0.0001,PD,dataset2
1273,16000.0,4000.0,500.0,8500.0,16000.0,PD,dataset2
1274,2031.0,149.0,20.0,3.0,0.0001,PD,dataset2
1275,870.0,77.0,73.0,54.0,14.0,PD,dataset2
1276,106.0,4.0,2.0,1.0,0.0001,PD,dataset2
1277,32930.0,2397.0,157.0,0.0001,0.0001,PD,dataset2
1278,197.0,12.0,6.6,15.0,0.0001,PD,dataset2
1279,117.0,17.0,1.0,3.0,1.0,PD,dataset2
1280,160.0,24.7,38.5,0.0001,0.0001,PD,dataset2
1281,134.0,13.0,156.0,0.0001,0.0001,PD,dataset2
1282,166.0,21.0,38.0,6.0,0.0001,PD,dataset2
1283,183.0,6.0,0.0001,5.0,0.0001,PD,dataset2
1284,2240.0,157.0,90.0,45.0,45.0,PD,dataset2
1285,6454.0,2313.0,121.0,2159.0,6432.0,D1,dataset2
1286,240.0,20.0,5.0,28.0,96.0,D1,dataset2
1287,65.2,20.0,3.9,8.13,25.1,D1,dataset2
1288,143.0,5.8,16.0,10.6,26.3,D1,dataset2
1289,30.1,17.1,2.2,5.5,30.1,D1,dataset2
1290,120.0,25.0,1.0,8.0,40.0,D1,dataset2
1291,137.0,6.0,11.4,6.4,16.5,D1,dataset2
1292,23.0,63.0,54.0,10.0,0.3,D1,dataset2
